path,loc
js/modules/ui/components/hud/notifications.js,247
js/modules/ui/components/customSystem/validation.js,245
js/entities/spaceship.js,243
js/modules/renderer/shaders.js,241
js/systems/effects/explosionHandler.js,238
js/core/entity.js,236
js/modules/environment/anomalies/quantumFlux.js,236
js/systems/combat/spawner/formations/builder.js,236
js/modules/renderer/post.js,233
js/systems/combat/spawner/factory/enemies/spectralDrone.js,227
js/modules/utils/apiClient.js,226
js/modules/trail.js,223
js/core/messageBus.js,221
js/modules/audio/audio.js,220
js/main/startupSequence.js,219
js/components/mining/mineable.js,215
js/modules/ui/components/settings/eventHandlers.js,215
js/modules/environment/core/systemTransitionManager.js,214
js/modules/spaceship/spaceship.js,213
js/components/spaceship/cargo.js,210
js/modules/pooling/projectiles/types/laser.js,208
js/modules/ui/components/stargate/terminal/content/ascii.js,208
js/main/objectPools.js,205
js/modules/environment/systemTransition.js,205
js/modules/ui/components/settings/persistence.js,201
js/modules/combat/registerSystems.js,200
js/modules/ui/starmap/uiCreator.js,200
js/modules/controls/mining/visualEffects.js,198
js/modules/ui/starMap.js,198
js/modules/audio/core/loader.js,196
js/modules/audio/music/playlist.js,195
js/modules/game/initialization.js,195
js/modules/combat/combatManager.js,192
js/modules/environment/skybox.js,192
js/modules/controls/touch/touchControls.js,190
js/modules/ui/components/customSystem/systemData.js,190
js/systems/combat/spawner/formations/patterns.js,189
js/modules/renderer/helpers.js,188
js/modules/intro/ui/dialogueSystem.js,187
js/modules/intro/animation/arrivalPhase.js,186
js/modules/environment/core/regionManager.js,185
js/modules/ui/components/settings/settingsView.js,184
js/core/entityManager.js,183
js/modules/ui/starmap/canvasRenderer.js,183
js/modules/ui/components/customSystem/preview.js,182
js/modules/ui/startScreen.js,182
js/modules/game/systemCoordinator.js,181
js/modules/environment.js,180
js/modules/combat/effects/projectileEffects.js,173
js/modules/environment/dreadnought/teleporter/particles.js,173
js/modules/environment/planets/planetMaterials.js,171
js/modules/controls/mining/laserControl.js,170
js/modules/audio/mobile/enabler.js,166
js/modules/controls/touch/input/joystickHandler.js,166
js/modules/intro/effects/portalEffect.js,166
js/modules/environment/anomalies/crystalCluster.js,165
js/modules/controls/mining/uiUpdates.js,162
js/systems/combat/spawner/waves/definitions.js,162
js/components/rendering/mesh.js,159
js/modules/controls/touch/actions/weaponHandler.js,159
js/modules/environment/sun/sunFlares.js,159
src/main.js,159
js/modules/ui/components/stargate/terminalView.js,157
js/modules/ui/components/stargate/missions.js,153
js/modules/ui/targetingUI.js,153
js/modules/pooling/ObjectPool.js,152
js/modules/ui/stargateInterface.js,152
js/components/transform.js,151
js/modules/controls/touch/input/gestureDetector.js,150
js/modules/environment/dreadnought/systems/weapons.js,150
js/modules/ui/components/stargate/eventHandlers.js,149
js/modules/spaceship/systems/services.js,148
js/modules/debug/perfOverlay.js,144
js/modules/environment/dreadnought/teleporter/beam.js,144
js/modules/ui/components/stargate/terminal/commands/parser.js,144
js/modules/spaceship/sync/healthSync.js,143
js/modules/combat/events.js,142
js/modules/environment/dreadnought/starDreadnought.js,142
js/modules/environment/sun.js,141
js/core/world.js,140
js/main/diagnostics.js,140
js/modules/controls/touch/actions/miningHandler.js,140
js/systems/physics/movementSystem.js,138
js/main/gameLifecycle.js,136
js/modules/environment/planets/planetGenerator.js,136
js/modules/game/eventHandlers.js,134
js/modules/pooling/projectiles/effects/impacts/debrisFactory.js,133
js/modules/ui/components/stargate/terminal/display/screen.js,133
js/modules/environment/sun/sunLighting.js,132
js/modules/controls/inputHandler.js,131
js/systems/combat/spawner/waves/progression.js,131
js/modules/environment/dreadnought/structure/hull.js,130
js/modules/game/helpers.js,130
js/systems/mining/core/targetTracking.js,129
js/modules/environment/planets.js,127
js/modules/intro/animation/departurePhase.js,127
js/modules/controls/dockingSystem.js,126
js/modules/game.js,125
js/utils/mobileDetector.js,125
js/modules/controls/mining/resourceExtraction.js,124
js/modules/ui/hud.js,124
js/modules/combat/effects.js,123
js/systems/rendering/InstancedRenderer.js,123
js/core/difficultyManager.js,122
js/main/gameInitializer.js,122
js/modules/environment/generator/systemFactory.js,120
js/modules/spaceship/systems/docking.js,119
js/modules/ui/starmap/navigationLogic.js,119
js/main/globals.js,116
js/modules/pooling/projectiles/effects/impacts/sparkFactory.js,116
js/modules/ui/starmap/dataManager.js,116
js/modules/pooling/projectiles/effects/impacts/explosionFactory.js,115
js/modules/ui/controlsMenu.js,115
js/modules/audio/core/context.js,112
js/modules/pooling/projectiles/effects/impacts/impactTypeHandler.js,110
js/modules/renderer/sceneApi.js,109
js/modules/environment/anomalies/vortex.js,107
js/systems/combat/enemy/behaviors/separationBehavior.js,107
js/modules/audio/music/player.js,106
js/modules/ui/components/stargate/helpers.js,105
js/components/physics/rigidbody.js,104
js/core/systemManager.js,103
js/components/spaceship/miningLaser.js,102
js/modules/ui/components/stargate/systemsView.js,100
js/modules/ui/miningDisplay.js,100
js/modules/environment/dreadnought/structure/bridge.js,97
js/systems/combat/enemy/state/difficultyScaling.js,97
js/systems/rendering/trailSystem.js,97
js/modules/environment/core/sceneInitializer.js,93
js/modules/pooling/PoolRegistry.js,91
js/modules/ui/components/blackjack/cardDeck.js,90
js/systems/mining/core/resourceCollection.js,88
js/modules/controls/mining/targetValidation.js,87
js/main/hordeMode.js,86
js/systems/mining/core/stateManagement.js,86
js/modules/environment/dreadnought/teleporter/controller.js,84
js/modules/environment/anomalies/anomalyRegistry.js,82
js/modules/intro/audio/dialogueManager.js,82
js/modules/combat/effects/geometryManager.js,80
js/modules/controls/touch/ui/joystickZones.js,79
js/core/system.js,78
js/modules/ui/components/settings/audioSettings.js,78
js/systems/combat/enemy/state/dockingManager.js,77
js/modules/ui/components/stargate/upgrades.js,75
js/systems/combat/enemy/updates/spawnMonitoring.js,75
js/core/optimized/OptimizedProjectileStore.js,71
js/modules/environment/generator/systemNames.js,71
js/modules/ui/components/hud/minimap.js,70
js/systems/combat/enemy/updates/initialSpawning.js,70
js/modules/game/lifecycle.js,69
js/core/spatial/SpatialHash.js,68
js/main/bootstrap.js,68
js/modules/renderer/lighting.js,67
js/modules/spaceship/effects/visualEffects.js,67
js/modules/controls/touch/actions/systemActions.js,65
js/modules/environment/planets/planetFactory.js,65
js/modules/environment/generator/systemConfig.js,64
js/core/component.js,61
js/modules/environment/generator/systemUtils.js,51
js/core/events.js,47
js/main/audioUpdater.js,47
js/main/difficultyManager.js,47
js/modules/environment/portalRim.js,47
js/systems/combat/spawner/factory/enemyFactory.js,46
js/components/spaceship/deployableLaser.js,45
js/modules/controls/docking/proximityDetector.js,45
js/modules/environment/planets/planetTextures.js,43
js/modules/controls/touchControls.js,39
js/utils/pathUtils.js,32
js/core/EntityIndex.js,31
src/three-imports.js,31
js/components/spaceship/pickupable.js,18
js/systems/combat/enemySpawner.js,7
js/modules/environment/starDreadnought.js,5
js/modules/spaceship.js,4
